time,volume,open,high,low,close,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close
2024-01-01T22:00:00.000000Z,115285,1.68156,1.68912,1.67865,1.68087,1.68156,1.68912,1.67865,1.68087,1.68507,1.68934,1.6789,1.68114
2024-01-02T22:00:00.000000Z,143026,1.68034,1.69233,1.68012,1.6909,1.68034,1.69233,1.68012,1.6909,1.68182,1.69258,1.6811,1.69118
2024-01-03T22:00:00.000000Z,132867,1.69033,1.69694,1.68878,1.69291,1.69033,1.69694,1.68878,1.69291,1.69265,1.6972,1.68905,1.69319
2024-01-04T22:00:00.000000Z,158312,1.69139,1.70147,1.68835,1.69892,1.69139,1.70147,1.68835,1.69892,1.69419,1.7017,1.68929,1.69977
2024-01-07T22:00:00.000000Z,111049,1.69883,1.70674,1.69622,1.70163,1.69883,1.70674,1.69622,1.70163,1.69985,1.70695,1.69707,1.70185
2024-01-08T22:00:00.000000Z,133575,1.70097,1.70557,1.69887,1.70163,1.70097,1.70557,1.69887,1.70163,1.70308,1.70584,1.69909,1.70192
2024-01-09T22:00:00.000000Z,99124,1.70019,1.70518,1.699,1.70475,1.70019,1.70518,1.699,1.70475,1.70265,1.70539,1.69922,1.70492
2024-01-10T22:00:00.000000Z,149904,1.70249,1.71021,1.70139,1.70935,1.70249,1.71021,1.70139,1.70935,1.70493,1.71044,1.70237,1.70956
2024-01-11T22:00:00.000000Z,135651,1.70757,1.71016,1.70167,1.70962,1.70757,1.71016,1.70167,1.70962,1.71017,1.71078,1.7019,1.71002
2024-01-14T22:00:00.000000Z,83067,1.70755,1.71253,1.70588,1.70872,1.70755,1.71253,1.70588,1.70872,1.7109,1.7128,1.70608,1.70916
2024-01-15T22:00:00.000000Z,152442,1.70839,1.70944,1.7016,1.70483,1.70839,1.70944,1.7016,1.70483,1.71089,1.711,1.70184,1.70515
2024-01-16T22:00:00.000000Z,134170,1.70331,1.71656,1.7024,1.71224,1.70331,1.71656,1.7024,1.71224,1.70584,1.71679,1.70262,1.71255
2024-01-17T22:00:00.000000Z,134277,1.71186,1.71466,1.70891,1.71356,1.71186,1.71466,1.70891,1.71356,1.71372,1.7149,1.70913,1.71386
2024-01-18T22:00:00.000000Z,123439,1.71341,1.71459,1.70524,1.70572,1.71341,1.71459,1.70524,1.70572,1.71412,1.7156,1.7055,1.70618
2024-01-21T22:00:00.000000Z,97188,1.70572,1.71349,1.70278,1.71273,1.70572,1.71349,1.70278,1.71273,1.70618,1.71371,1.70437,1.71305
2024-01-22T22:00:00.000000Z,64206,1.71221,1.71621,1.70592,1.70773,1.71221,1.71621,1.70592,1.70773,1.71462,1.71644,1.70615,1.70813
2024-01-23T22:00:00.000000Z,80306,1.70562,1.72081,1.70552,1.72064,1.70562,1.72081,1.70552,1.72064,1.70823,1.72111,1.70776,1.72091
2024-01-24T22:00:00.000000Z,75902,1.71901,1.72194,1.71134,1.71212,1.71901,1.72194,1.71134,1.71212,1.72118,1.7222,1.71157,1.71246
2024-01-25T22:00:00.000000Z,62879,1.71152,1.71369,1.70731,1.70803,1.71152,1.71369,1.70731,1.70803,1.71345,1.71434,1.70757,1.70909
2024-01-28T22:00:00.000000Z,54548,1.70701,1.70921,1.70381,1.70476,1.70701,1.70921,1.70381,1.70476,1.71028,1.71176,1.70404,1.70516
2024-01-29T22:00:00.000000Z,60406,1.70439,1.70506,1.6981,1.70126,1.70439,1.70506,1.6981,1.70126,1.70669,1.70684,1.69832,1.70152
2024-01-30T22:00:00.000000Z,97652,1.70036,1.70572,1.69858,1.70447,1.70036,1.70572,1.69858,1.70447,1.70203,1.70597,1.69994,1.70473
2024-01-31T22:00:00.000000Z,83188,1.70209,1.70687,1.69615,1.70551,1.70209,1.70687,1.69615,1.70551,1.70562,1.70711,1.69837,1.70582
2024-02-01T22:00:00.000000Z,74483,1.70553,1.70783,1.69857,1.701,1.70553,1.70783,1.69857,1.701,1.70672,1.70811,1.69881,1.70169
2024-02-04T22:00:00.000000Z,67171,1.70021,1.70145,1.69425,1.69736,1.70021,1.70145,1.69425,1.69736,1.70132,1.70383,1.69447,1.69767
2024-02-05T22:00:00.000000Z,75423,1.69612,1.7017,1.6953,1.69972,1.69612,1.7017,1.6953,1.69972,1.69817,1.7019,1.69562,1.70001
2024-02-06T22:00:00.000000Z,66009,1.69843,1.7032,1.69705,1.69992,1.69843,1.7032,1.69705,1.69992,1.70032,1.70344,1.69907,1.70021
2024-02-07T22:00:00.000000Z,71327,1.69895,1.70091,1.69527,1.69809,1.69895,1.70091,1.69527,1.69809,1.70093,1.70211,1.69547,1.69841
2024-02-08T22:00:00.000000Z,58378,1.69759,1.70234,1.69206,1.69959,1.69759,1.70234,1.69206,1.69959,1.70064,1.70255,1.6926,1.70039
2024-02-11T22:00:00.000000Z,45165,1.69861,1.702,1.6957,1.6985,1.69861,1.702,1.6957,1.6985,1.70215,1.70224,1.69594,1.69876
2024-02-12T22:00:00.000000Z,70079,1.69816,1.71118,1.69683,1.70794,1.69816,1.71118,1.69683,1.70794,1.6997,1.71145,1.69718,1.7082
