time,volume,open,high,low,close,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close
2024-01-01T23:00:00.000000Z,1906,2064.4,2066.495,2063.04,2063.62,2064.4,2066.495,2063.04,2063.62,2067.29,2071.495,2063.4,2063.97
2024-01-02T00:00:00.000000Z,2627,2063.67,2065.8,2062.23,2065.37,2063.67,2065.8,2062.23,2065.37,2064.0,2066.06,2062.54,2065.68
2024-01-02T01:00:00.000000Z,7050,2065.28,2069.81,2064.75,2066.52,2065.28,2069.81,2064.75,2066.52,2065.58,2070.16,2065.09,2066.9
2024-01-02T02:00:00.000000Z,4533,2066.51,2068.34,2063.92,2067.75,2066.51,2068.34,2063.92,2067.75,2066.86,2068.65,2064.28,2068.04
2024-01-02T03:00:00.000000Z,2690,2067.75,2070.28,2066.42,2069.51,2067.75,2070.28,2066.42,2069.51,2068.06,2070.58,2066.74,2069.85
2024-01-02T04:00:00.000000Z,3145,2069.51,2070.58,2068.79,2069.53,2069.51,2070.58,2068.79,2069.53,2069.87,2070.87,2069.17,2069.87
2024-01-02T05:00:00.000000Z,3946,2069.59,2074.85,2069.4,2074.4,2069.59,2074.85,2069.4,2074.4,2069.92,2075.12,2069.75,2074.71
2024-01-02T06:00:00.000000Z,3947,2074.45,2076.66,2072.87,2074.14,2074.45,2076.66,2072.87,2074.14,2074.76,2077.0,2073.18,2074.45
2024-01-02T07:00:00.000000Z,6041,2074.13,2076.33,2073.02,2073.06,2074.13,2076.33,2073.02,2073.06,2074.4,2076.63,2073.37,2073.38
2024-01-02T08:00:00.000000Z,7931,2073.06,2074.46,2071.74,2073.23,2073.06,2074.46,2071.74,2073.23,2073.37,2074.77,2072.05,2073.55
2024-01-02T09:00:00.000000Z,6094,2073.22,2078.82,2073.21,2076.94,2073.22,2078.82,2073.21,2076.94,2073.55,2079.13,2073.53,2077.24
2024-01-02T10:00:00.000000Z,5443,2076.9,2077.66,2073.41,2075.92,2076.9,2077.66,2073.41,2075.92,2077.21,2077.97,2073.74,2076.23
2024-01-02T11:00:00.000000Z,7870,2075.87,2076.11,2068.19,2069.13,2075.87,2076.11,2068.19,2069.13,2076.17,2076.43,2068.51,2069.45
2024-01-02T12:00:00.000000Z,8033,2069.06,2069.38,2064.99,2067.84,2069.06,2069.38,2064.99,2067.84,2069.38,2069.69,2065.29,2068.17
2024-01-02T13:00:00.000000Z,12470,2067.84,2070.97,2064.77,2066.13,2067.84,2070.97,2064.77,2066.13,2068.16,2071.28,2065.1,2066.5
2024-01-02T14:00:00.000000Z,16059,2066.19,2070.32,2062.09,2070.3,2066.19,2070.32,2062.09,2070.3,2066.56,2070.63,2062.44,2070.6
2024-01-02T15:00:00.000000Z,17304,2070.27,2070.61,2055.65,2059.25,2070.27,2070.61,2055.65,2059.25,2070.58,2070.89,2056.13,2059.56
2024-01-02T16:00:00.000000Z,10483,2059.33,2067.51,2059.07,2066.01,2059.33,2067.51,2059.07,2066.01,2059.66,2067.86,2059.4,2066.36
2024-01-02T17:00:00.000000Z,6134,2066.01,2066.87,2061.75,2062.61,2066.01,2066.87,2061.75,2062.61,2066.35,2067.21,2062.05,2062.95
2024-01-02T18:00:00.000000Z,4319,2062.65,2064.87,2060.5,2061.1,2062.65,2064.87,2060.5,2061.1,2062.95,2065.21,2060.83,2061.41
2024-01-02T19:00:00.000000Z,2975,2061.1,2062.07,2060.36,2060.81,2061.1,2062.07,2060.36,2060.81,2061.4,2062.39,2060.67,2061.12
2024-01-02T20:00:00.000000Z,4181,2060.86,2061.54,2057.92,2058.13,2060.86,2061.54,2057.92,2058.13,2061.17,2061.86,2058.121,2058.4
2024-01-02T21:00:00.000000Z,2412,2058.22,2059.2,2057.98,2058.78,2058.22,2059.2,2057.98,2058.78,2058.47,2059.55,2058.26,2059.31
2024-01-02T23:00:00.000000Z,1471,2058.85,2059.97,2058.65,2059.44,2058.85,2059.97,2058.65,2059.44,2059.39,2060.38,2058.886,2059.81
2024-01-03T00:00:00.000000Z,3464,2059.51,2062.04,2059.08,2060.09,2059.51,2062.04,2059.08,2060.09,2059.91,2062.35,2059.44,2060.4
2024-01-03T01:00:00.000000Z,5117,2060.1,2062.45,2059.46,2062.4,2060.1,2062.45,2059.46,2062.4,2060.4,2062.76,2059.78,2062.7
2024-01-03T02:00:00.000000Z,4724,2062.45,2065.06,2061.48,2064.6,2062.45,2065.06,2061.48,2064.6,2062.75,2065.37,2061.83,2064.92
2024-01-03T03:00:00.000000Z,3367,2064.56,2065.56,2063.27,2065.02,2064.56,2065.56,2063.27,2065.02,2064.89,2065.82,2063.58,2065.32
2024-01-03T04:00:00.000000Z,1794,2064.95,2065.47,2064.32,2064.78,2064.95,2065.47,2064.32,2064.78,2065.25,2065.81,2064.67,2065.1
2024-01-03T05:00:00.000000Z,3450,2064.75,2065.84,2063.4,2063.99,2064.75,2065.84,2063.4,2063.99,2065.06,2066.17,2063.73,2064.3
2024-01-03T06:00:00.000000Z,4699,2063.98,2065.33,2063.3,2064.16,2063.98,2065.33,2063.3,2064.16,2064.27,2065.69,2063.59,2064.54
2024-01-03T07:00:00.000000Z,5269,2064.1,2064.18,2060.81,2062.89,2064.1,2064.18,2060.81,2062.89,2064.49,2064.52,2061.12,2063.2
2024-01-03T08:00:00.000000Z,6998,2062.85,2064.25,2058.75,2059.96,2062.85,2064.25,2058.75,2059.96,2063.15,2064.54,2059.09,2060.24
2024-01-03T09:00:00.000000Z,6545,2060.0,2060.49,2054.17,2056.74,2060.0,2060.49,2054.17,2056.74,2060.32,2060.8,2054.53,2057.01
2024-01-03T10:00:00.000000Z,5145,2056.75,2057.09,2052.56,2054.8,2056.75,2057.09,2052.56,2054.8,2057.05,2057.36,2052.87,2055.11
2024-01-03T11:00:00.000000Z,7136,2054.82,2055.57,2046.57,2047.47,2054.82,2055.57,2046.57,2047.47,2055.12,2055.86,2046.97,2047.83
2024-01-03T12:00:00.000000Z,10395,2047.49,2048.25,2041.72,2045.57,2047.49,2048.25,2041.72,2045.57,2047.84,2048.58,2042.03,2045.94
2024-01-03T13:00:00.000000Z,13394,2045.45,2047.89,2038.64,2040.91,2045.45,2047.89,2038.64,2040.91,2045.79,2048.22,2038.95,2041.28
2024-01-03T14:00:00.000000Z,16924,2040.99,2042.24,2031.67,2037.21,2040.99,2042.24,2031.67,2037.21,2041.3,2042.59,2032.0,2037.91
2024-01-03T15:00:00.000000Z,22057,2035.9,2048.65,2031.78,2032.45,2035.9,2048.65,2031.78,2032.45,2037.18,2048.99,2032.12,2032.77
2024-01-03T16:00:00.000000Z,11889,2032.56,2035.95,2031.18,2032.32,2032.56,2035.95,2031.18,2032.32,2032.89,2036.29,2031.58,2032.63
2024-01-03T17:00:00.000000Z,7533,2032.41,2033.66,2030.52,2033.24,2032.41,2033.66,2030.52,2033.24,2032.73,2034.01,2030.88,2033.58
2024-01-03T18:00:00.000000Z,5687,2033.26,2036.21,2032.83,2035.62,2033.26,2036.21,2032.83,2035.62,2033.58,2036.52,2033.14,2036.18
2024-01-03T19:00:00.000000Z,12516,2035.68,2042.23,2030.52,2036.58,2035.68,2042.23,2030.52,2036.58,2036.22,2042.56,2030.87,2036.92
2024-01-03T20:00:00.000000Z,9020,2036.52,2042.19,2036.43,2041.04,2036.52,2042.19,2036.43,2041.04,2036.9,2042.53,2036.76,2041.32
2024-01-03T21:00:00.000000Z,2357,2041.18,2041.72,2040.2,2041.03,2041.18,2041.72,2040.2,2041.03,2041.45,2042.06,2040.55,2041.55
2024-01-03T23:00:00.000000Z,2119,2041.73,2043.83,2041.31,2042.89,2041.73,2043.83,2041.31,2042.89,2042.25,2044.18,2041.77,2043.21
2024-01-04T00:00:00.000000Z,1807,2042.85,2043.08,2041.49,2042.08,2042.85,2043.08,2041.49,2042.08,2043.17,2043.41,2041.79,2042.38
2024-01-04T01:00:00.000000Z,6788,2042.17,2043.2,2040.05,2042.15,2042.17,2043.2,2040.05,2042.15,2042.48,2043.51,2040.33,2042.46
2024-01-04T02:00:00.000000Z,5850,2042.15,2044.65,2042.15,2044.54,2042.15,2044.65,2042.15,2044.54,2042.49,2044.97,2042.49,2044.85
2024-01-04T03:00:00.000000Z,3532,2044.64,2046.79,2043.99,2044.53,2044.64,2046.79,2043.99,2044.53,2044.94,2047.15,2044.36,2044.86
2024-01-04T04:00:00.000000Z,3052,2044.53,2044.58,2042.35,2043.03,2044.53,2044.58,2042.35,2043.03,2044.85,2044.91,2042.66,2043.32
2024-01-04T05:00:00.000000Z,2783,2043.03,2044.26,2042.31,2043.69,2043.03,2044.26,2042.31,2043.69,2043.31,2044.57,2042.67,2044.0
