time,volume,open,high,low,close,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close
2024-01-01T22:00:00.000000Z,241071,3030.454,3053.434,3028.471,3045.019,3030.454,3053.434,3028.471,3045.019,3031.375,3054.167,3029.127,3045.871
2024-01-02T22:00:00.000000Z,276243,3042.811,3057.529,3021.454,3031.937,3042.811,3057.529,3021.454,3031.937,3043.706,3058.275,3022.247,3033.177
2024-01-03T22:00:00.000000Z,230038,3035.015,3051.218,3028.008,3046.492,3035.015,3051.218,3028.008,3046.492,3035.898,3051.984,3028.844,3047.404
2024-01-04T22:00:00.000000Z,278268,3047.792,3060.125,3039.384,3043.206,3047.792,3060.125,3039.384,3043.206,3048.737,3060.806,3040.194,3047.975
2024-01-07T22:00:00.000000Z,231037,3047.075,3047.105,3013.853,3017.678,3047.075,3047.105,3013.853,3017.678,3048.034,3048.1,3014.663,3018.635
2024-01-08T22:00:00.000000Z,225049,3019.229,3047.526,3017.481,3035.155,3019.229,3047.526,3017.481,3035.155,3020.261,3048.216,3018.408,3036.04
2024-01-09T22:00:00.000000Z,212141,3037.9,3040.057,3016.587,3020.834,3037.9,3040.057,3016.587,3020.834,3038.831,3040.984,3017.291,3021.748
2024-01-10T22:00:00.000000Z,286053,3022.398,3048.724,3018.819,3033.117,3022.398,3048.724,3018.819,3033.117,3023.148,3049.568,3019.612,3034.273
2024-01-11T22:00:00.000000Z,273202,3034.849,3070.683,3028.614,3064.038,3034.849,3070.683,3028.614,3064.038,3035.63,3071.462,3029.229,3065.58
2024-01-14T22:00:00.000000Z,146033,3063.544,3087.507,3059.435,3084.849,3063.544,3087.507,3059.435,3084.849,3064.401,3088.155,3060.247,3085.796
2024-01-15T22:00:00.000000Z,289396,3085.98,3099.931,3074.821,3080.576,3085.98,3099.931,3074.821,3080.576,3086.779,3100.624,3075.484,3081.441
2024-01-16T22:00:00.000000Z,276238,3077.283,3093.595,3060.895,3061.602,3077.283,3093.595,3060.895,3061.602,3078.149,3094.292,3061.607,3062.497
2024-01-17T22:00:00.000000Z,247279,3066.118,3080.28,3058.448,3077.219,3066.118,3080.28,3058.448,3077.219,3067.109,3080.928,3059.188,3078.022
2024-01-18T22:00:00.000000Z,215316,3077.651,3089.683,3070.634,3075.958,3077.651,3089.683,3070.634,3075.958,3078.47,3090.44,3071.222,3077.738
2024-01-21T22:00:00.000000Z,225344,3073.285,3078.654,3061.52,3076.856,3073.285,3078.654,3061.52,3076.856,3074.133,3079.365,3062.111,3077.69
2024-01-22T22:00:00.000000Z,224205,3077.377,3090.89,3063.539,3083.391,3077.377,3090.89,3063.539,3083.391,3078.411,3091.587,3064.173,3084.316
2024-01-23T22:00:00.000000Z,249104,3082.917,3084.723,3048.755,3062.05,3082.917,3084.723,3048.755,3062.05,3083.705,3085.359,3049.602,3062.93
2024-01-24T22:00:00.000000Z,244636,3065.247,3071.96,3055.455,3068.535,3065.247,3071.96,3055.455,3068.535,3065.912,3072.733,3056.524,3069.522
2024-01-25T22:00:00.000000Z,192199,3068.284,3073.241,3059.068,3067.544,3068.284,3073.241,3059.068,3067.544,3069.859,3073.859,3059.746,3069.622
2024-01-28T22:00:00.000000Z,185572,3083.15,3087.019,3066.959,3074.248,3083.15,3087.019,3066.959,3074.248,3084.2,3087.732,3067.639,3075.127
2024-01-29T22:00:00.000000Z,212003,3072.594,3104.543,3067.879,3084.479,3072.594,3104.543,3067.879,3084.479,3073.44,3105.195,3068.602,3085.452
2024-01-30T22:00:00.000000Z,279032,3085.022,3109.309,3085.015,3104.503,3085.022,3109.309,3085.015,3104.503,3085.918,3110.174,3085.918,3105.464
2024-01-31T22:00:00.000000Z,281595,3107.36,3145.162,3102.987,3125.874,3107.36,3145.162,3102.987,3125.874,3108.258,3145.798,3103.684,3126.633
2024-02-01T22:00:00.000000Z,241910,3125.191,3131.579,3101.899,3131.098,3125.191,3131.579,3101.899,3131.098,3125.995,3133.749,3102.612,3132.385
2024-02-04T22:00:00.000000Z,234934,3138.146,3143.065,3104.032,3123.118,3138.146,3143.065,3104.032,3123.118,3139.032,3143.921,3104.764,3123.96
2024-02-05T22:00:00.000000Z,215361,3124.167,3131.091,3107.286,3120.81,3124.167,3131.091,3107.286,3120.81,3125.023,3132.007,3107.985,3121.555
2024-02-06T22:00:00.000000Z,197229,3119.399,3130.155,3111.373,3120.197,3119.399,3130.155,3111.373,3120.197,3120.098,3130.81,3112.026,3121.177
2024-02-07T22:00:00.000000Z,198250,3121.072,3134.094,3113.493,3132.838,3121.072,3134.094,3113.493,3132.838,3121.77,3134.77,3114.192,3133.838
2024-02-08T22:00:00.000000Z,184445,3133.167,3134.599,3098.723,3101.819,3133.167,3134.599,3098.723,3101.819,3133.884,3135.345,3099.405,3103.4
2024-02-11T22:00:00.000000Z,154524,3107.545,3107.943,3080.861,3092.829,3107.545,3107.943,3080.861,3092.829,3108.321,3108.843,3081.588,3093.775
2024-02-12T22:00:00.000000Z,188122,3092.821,3116.421,3080.418,3087.862,3092.821,3116.421,3080.418,3087.862,3093.625,3117.198,3081.103,3088.719
2024-02-13T22:00:00.000000Z,190245,3087.613,3089.545,3064.044,3068.632,3087.613,3089.545,3064.044,3068.632,3088.422,3090.293,3064.698,3069.844
2024-02-14T22:00:00.000000Z,194625,3068.797,3079.404,3064.407,3071.514,3068.797,3079.404,3064.407,3071.514,3070.562,3080.102,3065.138,3072.41
2024-02-15T22:00:00.000000Z,186825,3071.464,3082.616,3067.43,3081.065,3071.464,3082.616,3067.43,3081.065,3072.147,3085.185,3068.081,3084.323
2024-02-18T22:00:00.000000Z,116999,3079.596,3094.478,3072.845,3085.596,3079.596,3094.478,3072.845,3085.596,3083.925,3095.218,3077.845,3086.371
2024-02-19T22:00:00.000000Z,190487,3085.786,3096.453,3082.426,3090.641,3085.786,3096.453,3082.426,3090.641,3086.837,3097.103,3083.091,3091.586
2024-02-20T22:00:00.000000Z,196329,3090.738,3099.219,3086.31,3091.665,3090.738,3099.219,3086.31,3091.665,3091.727,3099.857,3086.974,3092.545
2024-02-21T22:00:00.000000Z,203082,3091.685,3098.93,3080.696,3086.991,3091.685,3098.93,3080.696,3086.991,3092.445,3099.735,3081.414,3088.011
2024-02-22T22:00:00.000000Z,191792,3086.159,3108.012,3071.722,3100.424,3086.159,3108.012,3071.722,3100.424,3087.191,3108.755,3072.371,3101.482
2024-02-25T22:00:00.000000Z,172419,3098.406,3109.129,3095.421,3105.522,3098.406,3109.129,3095.421,3105.522,3099.43,3109.856,3096.056,3106.296
2024-02-26T22:00:00.000000Z,176899,3106.584,3116.514,3100.375,3102.446,3106.584,3116.514,3100.375,3102.446,3107.452,3117.135,3101.044,3103.188
