time,volume,open,high,low,close,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close
2024-01-01T22:00:00.000000Z,109663,16.93969,17.0711,16.9047,17.0236,16.93969,17.0711,16.9047,17.0236,16.99969,17.0752,16.9097,17.03
2024-01-02T22:00:00.000000Z,107968,17.0102,17.1014,17.0057,17.0129,17.0102,17.1014,17.0057,17.0129,17.0494,17.106,17.01432,17.0197
2024-01-03T22:00:00.000000Z,99616,17.0098,17.0873,16.97324,17.0119,17.0098,17.0873,16.97324,17.0119,17.0234,17.09069,16.97797,17.0171
2024-01-04T22:00:00.000000Z,141422,17.0019,17.07643,16.8642,16.8794,17.0019,17.07643,16.8642,16.8794,17.015,17.0823,16.8693,16.888
2024-01-07T22:00:00.000000Z,111759,16.85071,16.9085,16.78204,16.8375,16.85071,16.9085,16.78204,16.8375,16.90637,16.91337,16.7863,16.842
2024-01-08T22:00:00.000000Z,109843,16.8114,16.98542,16.78813,16.96631,16.8114,16.98542,16.78813,16.96631,16.8426,16.98983,16.81968,16.971
2024-01-09T22:00:00.000000Z,88904,16.9427,17.0221,16.92653,16.97,16.9427,17.0221,16.92653,16.97,16.9746,17.02665,16.9535,16.977
2024-01-10T22:00:00.000000Z,127678,16.9539,17.0683,16.90168,16.9129,16.9539,17.0683,16.90168,16.9129,16.97478,17.0761,16.907,16.91811
2024-01-11T22:00:00.000000Z,115762,16.9005,16.92107,16.82792,16.8605,16.9005,16.92107,16.82792,16.8605,16.9216,16.93837,16.83508,16.8686
2024-01-14T22:00:00.000000Z,54994,16.8616,16.9121,16.8466,16.8802,16.8616,16.9121,16.8466,16.8802,16.8701,16.91668,16.8529,16.8882
2024-01-15T22:00:00.000000Z,143671,16.8738,17.23653,16.86494,17.2094,16.8738,17.23653,16.86494,17.2094,16.8855,17.24186,16.8855,17.2165
2024-01-16T22:00:00.000000Z,133238,17.2048,17.38475,17.1794,17.1931,17.2048,17.38475,17.1794,17.1931,17.2262,17.38915,17.1975,17.1992
2024-01-17T22:00:00.000000Z,119965,17.1932,17.23724,17.14983,17.1626,17.1932,17.23724,17.14983,17.1626,17.1999,17.2415,17.15488,17.1709
2024-01-18T22:00:00.000000Z,106842,17.1508,17.18715,17.0757,17.0775,17.1508,17.18715,17.0757,17.0775,17.1911,17.20028,17.08051,17.0848
2024-01-21T22:00:00.000000Z,108989,17.0775,17.2142,17.05033,17.1793,17.0775,17.2142,17.05033,17.1793,17.0848,17.21925,17.0591,17.1855
2024-01-22T22:00:00.000000Z,123215,17.1743,17.38459,17.14501,17.2992,17.1743,17.38459,17.14501,17.2992,17.185,17.38865,17.15682,17.3054
2024-01-23T22:00:00.000000Z,132866,17.3044,17.31748,17.137,17.224,17.3044,17.31748,17.137,17.224,17.3355,17.34884,17.1413,17.2312
2024-01-24T22:00:00.000000Z,142658,17.2047,17.26597,17.1669,17.1939,17.2047,17.26597,17.1669,17.1939,17.2354,17.2704,17.1716,17.2006
2024-01-25T22:00:00.000000Z,104539,17.195,17.21752,17.12718,17.1534,17.195,17.21752,17.12718,17.1534,17.208,17.2361,17.1318,17.163
2024-01-28T22:00:00.000000Z,106035,17.14576,17.2664,17.13253,17.2169,17.14576,17.2664,17.13253,17.2169,17.1638,17.27009,17.1445,17.2235
2024-01-29T22:00:00.000000Z,102406,17.2166,17.2548,17.134,17.1488,17.2166,17.2548,17.134,17.1488,17.2294,17.2592,17.1383,17.1544
2024-01-30T22:00:00.000000Z,151968,17.1495,17.2245,17.09624,17.213,17.1495,17.2245,17.09624,17.213,17.1566,17.22923,17.1006,17.2205
2024-01-31T22:00:00.000000Z,143910,17.1704,17.2833,17.0687,17.0766,17.1704,17.2833,17.0687,17.0766,17.2208,17.2882,17.07323,17.0844
2024-02-01T22:00:00.000000Z,132729,17.07686,17.1802,17.03538,17.1406,17.07686,17.1802,17.03538,17.1406,17.0846,17.18493,17.0403,17.149
2024-02-04T22:00:00.000000Z,131033,17.1418,17.2788,17.08531,17.115,17.1418,17.2788,17.08531,17.115,17.1502,17.28366,17.0893,17.1194
2024-02-05T22:00:00.000000Z,129671,17.1095,17.1255,17.00652,17.0363,17.1095,17.1255,17.00652,17.0363,17.1154,17.14903,17.0111,17.0436
2024-02-06T22:00:00.000000Z,121747,17.0251,17.0781,17.005,17.0446,17.0251,17.0781,17.005,17.0446,17.0532,17.08938,17.0098,17.0506
2024-02-07T22:00:00.000000Z,127182,17.0297,17.1692,17.01688,17.1425,17.0297,17.1692,17.01688,17.1425,17.0774,17.1734,17.0406,17.1491
2024-02-08T22:00:00.000000Z,121278,17.1131,17.1729,17.07324,17.0851,17.1131,17.1729,17.07324,17.0851,17.1479,17.1827,17.0776,17.0922
2024-02-11T22:00:00.000000Z,107409,17.08902,17.1053,17.0428,17.0682,17.08902,17.1053,17.0428,17.0682,17.12509,17.12509,17.0465,17.074
2024-02-12T22:00:00.000000Z,137090,17.0668,17.227,17.0568,17.1951,17.0668,17.227,17.0568,17.1951,17.07485,17.23105,17.06415,17.201
2024-02-13T22:00:00.000000Z,116482,17.1855,17.2034,17.0771,17.08,17.1855,17.2034,17.0771,17.08,17.2221,17.22786,17.0844,17.0862
2024-02-14T22:00:00.000000Z,121733,17.0683,17.0996,17.0381,17.0392,17.0683,17.0996,17.0381,17.0392,17.0891,17.1056,17.0424,17.044
2024-02-15T22:00:00.000000Z,126223,17.043,17.0971,17.026,17.0508,17.043,17.0971,17.026,17.0508,17.0705,17.10149,17.0309,17.06
2024-02-18T22:00:00.000000Z,62861,17.0427,17.0607,17.0283,17.0296,17.0427,17.0607,17.0283,17.0296,17.09693,17.0978,17.03283,17.0353
2024-02-19T22:00:00.000000Z,145903,17.035,17.08,16.9929,17.0575,17.035,17.08,16.9929,17.0575,17.0496,17.0841,16.9966,17.0635
2024-02-20T22:00:00.000000Z,132829,17.0396,17.0825,17.03674,17.0402,17.0396,17.0825,17.03674,17.0402,17.0704,17.08668,17.0405,17.045
2024-02-21T22:00:00.000000Z,135693,17.0399,17.1553,17.00891,17.1056,17.0399,17.1553,17.00891,17.1056,17.0645,17.15932,17.0137,17.1112
2024-02-22T22:00:00.000000Z,121831,17.107,17.152,17.06728,17.1174,17.107,17.152,17.06728,17.1174,17.1337,17.15591,17.0713,17.1252
2024-02-25T22:00:00.000000Z,110784,17.09554,17.1424,17.07965,17.0964,17.09554,17.1424,17.07965,17.0964,17.1265,17.14647,17.0846,17.1015
2024-02-26T22:00:00.000000Z,112405,17.0986,17.0991,17.0387,17.0599,17.0986,17.0991,17.0387,17.0599,17.11,17.11989,17.043,17.0647
2024-02-27T22:00:00.000000Z,107157,17.0524,17.11233,17.04867,17.0909,17.0524,17.11233,17.04867,17.0909,17.06483,17.1166,17.06334,17.0967
2024-02-28T22:00:00.000000Z,113854,17.0872,17.1018,17.0379,17.0522,17.0872,17.1018,17.0379,17.0522,17.1,17.11663,17.0417,17.0575
2024-02-29T22:00:00.000000Z,111075,17.0525,17.0573,16.9958,17.0085,17.0525,17.0573,16.9958,17.0085,17.0704,17.0704,17.0004,17.0152
2024-03-03T22:00:00.000000Z,99608,17.00566,17.0225,16.9482,16.9493,17.00566,17.0225,16.9482,16.9493,17.03987,17.0415,16.9524,16.9546
2024-03-04T22:00:00.000000Z,109833,16.94913,16.979,16.8968,16.9445,16.94913,16.979,16.8968,16.9445,16.956,16.98348,16.9011,16.9497
2024-03-05T22:00:00.000000Z,123692,16.9261,16.9505,16.8463,16.8749,16.9261,16.9505,16.8463,16.8749,16.9506,16.96175,16.85,16.8805
